Order_ID,Order_Date,Delivery_Date,Industry,Client_Name,Region,Salesperson,Product_Name,Product_Type,Quantity_MT,Unit_Price_INR,Unit_Cost_INR,Total_Revenue_INR,Total_Cost_INR,Gross_Profit_INR,Gross_Margin_Pct,Promised_Days,Actual_Days,Delay_Days,On_Time_Delivery,Quarter,Month
MRPL-1537,18-02-2023,24-03-2023,Non-Ferrous,Sterlite,Pune,Neha Gupta,Ramming Mass,Unshaped,106,2200,1300,233200,137800,95400,40.91,17,34,17,No,Q1,Feb-23
MRPL-1538,09-12-2023,09-01-2024,Iron & Steel,JSW Steel,Bhopal,Priya Singh,Silica Brick,Shaped,97,3100,2000,300700,194000,106700,35.48,25,31,6,No,Q4,Dec-23
MRPL-1539,26-11-2024,29-12-2024,Power,Tata Power,Mumbai,Rajesh Kumar,Ramming Mass,Unshaped,220,2200,1300,484000,286000,198000,40.91,20,33,13,No,Q4,Nov-24
MRPL-1540,14-05-2024,04-07-2024,Power,Adani Power,Ahmedabad,Sunita Rao,Silica Brick,Shaped,193,3100,2000,598300,386000,212300,35.48,28,51,23,No,Q2,May-24
MRPL-1541,17-10-2024,28-11-2024,Iron & Steel,Tata Steel,Nagpur,Neha Gupta,Mortar,Unshaped,125,1600,950,200000,118750,81250,40.62,27,42,15,No,Q4,Oct-24
MRPL-1542,18-11-2023,28-12-2023,Non-Ferrous,Hindalco,Delhi,Amit Sharma,Low Cement Castable,Unshaped,118,3800,2300,448400,271400,177000,39.47,23,40,17,No,Q4,Nov-23
MRPL-1543,07-01-2024,15-03-2024,Iron & Steel,Jindal Steel,Export-Africa,Deepak Joshi,Ramming Mass,Unshaped,196,2200,1300,431200,254800,176400,40.91,30,68,38,No,Q1,Jan-24
MRPL-1544,18-12-2024,04-01-2025,Cement,ACC,Kolkata,Sunita Rao,High Alumina Brick,Shaped,270,4200,2800,1134000,756000,378000,33.33,16,17,1,No,Q4,Dec-24
MRPL-1545,27-01-2023,17-03-2023,Iron & Steel,Jindal Steel,Delhi,Vikram Patel,High Alumina Brick,Shaped,106,4200,2800,445200,296800,148400,33.33,30,49,19,No,Q1,Jan-23
MRPL-1546,04-02-2024,29-02-2024,Fertilizer,IFFCO,Jamshedpur,Rajesh Kumar,Silica Brick,Shaped,84,3100,2000,260400,168000,92400,35.48,21,25,4,No,Q1,Feb-24
MRPL-1547,24-06-2023,25-07-2023,Glass,Saint Gobain,Kolkata,Vikram Patel,Refractory Coating,Unshaped,12,2100,1200,25200,14400,10800,42.86,15,31,16,No,Q2,Jun-23
MRPL-1548,15-07-2024,27-08-2024,Cement,Dalmia Cement,Bhopal,Sanjay Tiwari,Mortar,Unshaped,118,1600,950,188800,112100,76700,40.62,18,43,25,No,Q3,Jul-24
MRPL-1549,13-10-2024,22-11-2024,Non-Ferrous,NALCO,Jamshedpur,Sunita Rao,Chrome Magnesia Brick,Shaped,205,6200,4100,1271000,840500,430500,33.87,27,40,13,No,Q4,Oct-24
MRPL-1550,02-04-2023,01-05-2023,Non-Ferrous,Sterlite,Bhopal,Amit Sharma,Ramming Mass,Unshaped,118,2200,1300,259600,153400,106200,40.91,23,29,6,No,Q2,Apr-23
MRPL-1551,20-05-2023,22-06-2023,Cement,UltraTech Cement,Mumbai,Vikram Patel,Silica Brick,Shaped,93,3100,2000,288300,186000,102300,35.48,23,33,10,No,Q2,May-23
MRPL-1552,27-10-2023,07-12-2023,Power,NTPC,Pune,Deepak Joshi,Mortar,Unshaped,216,1600,950,345600,205200,140400,40.62,21,41,20,No,Q4,Oct-23
MRPL-1553,13-09-2023,30-10-2023,Iron & Steel,RINL,Hyderabad,Priya Singh,Gunning Mix,Unshaped,46,2600,1500,119600,69000,50600,42.31,26,47,21,No,Q3,Sep-23
MRPL-1554,19-09-2024,15-10-2024,Cement,ACC,Hyderabad,Vikram Patel,Low Cement Castable,Unshaped,182,3800,2300,691600,418600,273000,39.47,22,26,4,No,Q3,Sep-24
MRPL-1555,24-10-2023,05-12-2023,Non-Ferrous,BALCO,Chennai,Rajesh Kumar,Mortar,Unshaped,45,1600,950,72000,42750,29250,40.62,28,42,14,No,Q4,Oct-23
MRPL-1556,01-07-2024,20-07-2024,Cement,UltraTech Cement,Ahmedabad,Rajesh Kumar,Gunning Mix,Unshaped,10,2600,1500,26000,15000,11000,42.31,19,19,0,Yes,Q3,Jul-24
MRPL-1557,04-06-2023,04-07-2023,Iron & Steel,JSW Steel,Bhopal,Amit Sharma,Insulation Brick,Shaped,8,1900,1200,15200,9600,5600,36.84,29,30,1,No,Q2,Jun-23
MRPL-1558,02-02-2023,11-03-2023,Cement,Shree Cement,Ahmedabad,Sunita Rao,Mortar,Unshaped,89,1600,950,142400,84550,57850,40.62,16,37,21,No,Q1,Feb-23
MRPL-1559,26-04-2024,08-06-2024,Glass,AGI Glaspac,Pune,Rajesh Kumar,High Alumina Brick,Shaped,51,4200,2800,214200,142800,71400,33.33,20,43,23,No,Q2,Apr-24
MRPL-1560,29-03-2024,14-04-2024,Petrochemical,BPCL,Delhi,Priya Singh,Low Cement Castable,Unshaped,68,3800,2300,258400,156400,102000,39.47,15,16,1,No,Q1,Mar-24
MRPL-1561,28-11-2024,22-12-2024,Cement,ACC,Nagpur,Priya Singh,Chrome Magnesia Brick,Shaped,115,6200,4100,713000,471500,241500,33.87,24,24,0,Yes,Q4,Nov-24
MRPL-1562,17-09-2023,01-11-2023,Non-Ferrous,Sterlite,Export-Africa,Vikram Patel,Insulation Brick,Shaped,128,1900,1200,243200,153600,89600,36.84,23,45,22,No,Q3,Sep-23
MRPL-1563,20-03-2024,03-04-2024,Cement,UltraTech Cement,Chennai,Amit Sharma,Insulation Brick,Shaped,88,1900,1200,167200,105600,61600,36.84,14,14,0,Yes,Q1,Mar-24
MRPL-1564,13-02-2023,31-03-2023,Glass,Saint Gobain,Vizag,Rajesh Kumar,Magnesia Brick,Shaped,153,5500,3600,841500,550800,290700,34.55,29,46,17,No,Q1,Feb-23
MRPL-1565,03-12-2024,20-01-2025,Power,NPCIL,Chennai,Priya Singh,Low Cement Castable,Unshaped,224,3800,2300,851200,515200,336000,39.47,24,48,24,No,Q4,Dec-24
MRPL-1566,20-04-2023,21-05-2023,Fertilizer,IFFCO,Ahmedabad,Sunita Rao,High Alumina Brick,Shaped,37,4200,2800,155400,103600,51800,33.33,29,31,2,No,Q2,Apr-23
MRPL-1567,22-01-2024,12-02-2024,Iron & Steel,Tata Steel,Surat,Rajesh Kumar,Mortar,Unshaped,96,1600,950,153600,91200,62400,40.62,18,21,3,No,Q1,Jan-24
MRPL-1568,14-12-2024,16-01-2025,Ceramic,Orient Bell,Bhopal,Amit Sharma,Refractory Coating,Unshaped,179,2100,1200,375900,214800,161100,42.86,20,33,13,No,Q4,Dec-24
MRPL-1569,05-09-2024,24-09-2024,Iron & Steel,Jindal Steel,Surat,Amit Sharma,Ramming Mass,Unshaped,146,2200,1300,321200,189800,131400,40.91,19,19,0,Yes,Q3,Sep-24
MRPL-1570,09-04-2024,18-05-2024,Power,Adani Power,Ranchi,Vikram Patel,Ramming Mass,Unshaped,5,2200,1300,11000,6500,4500,40.91,30,39,9,No,Q2,Apr-24
MRPL-1571,02-09-2023,06-10-2023,Glass,Borosil,Ranchi,Deepak Joshi,Chrome Magnesia Brick,Shaped,87,6200,4100,539400,356700,182700,33.87,16,34,18,No,Q3,Sep-23
MRPL-1572,07-06-2023,07-07-2023,Fertilizer,Coromandel,Raipur,Deepak Joshi,Gunning Mix,Unshaped,161,2600,1500,418600,241500,177100,42.31,23,30,7,No,Q2,Jun-23
MRPL-1573,14-02-2023,27-03-2023,Cement,Dalmia Cement,Delhi,Sunita Rao,Low Cement Castable,Unshaped,38,3800,2300,144400,87400,57000,39.47,19,41,22,No,Q1,Feb-23
MRPL-1574,19-10-2024,28-11-2024,Iron & Steel,JSW Steel,Chennai,Rajesh Kumar,Magnesia Brick,Shaped,143,5500,3600,786500,514800,271700,34.55,29,40,11,No,Q4,Oct-24
MRPL-1575,14-03-2023,18-04-2023,Non-Ferrous,Hindalco,Ahmedabad,Vikram Patel,Low Cement Castable,Unshaped,8,3800,2300,30400,18400,12000,39.47,20,35,15,No,Q1,Mar-23
MRPL-1576,01-03-2024,06-04-2024,Power,NTPC,Vizag,Amit Sharma,Magnesia Brick,Shaped,99,5500,3600,544500,356400,188100,34.55,15,36,21,No,Q1,Mar-24
MRPL-1577,10-08-2023,27-08-2023,Non-Ferrous,Vedanta,Delhi,Rajesh Kumar,Insulation Brick,Shaped,137,1900,1200,260300,164400,95900,36.84,17,17,0,Yes,Q3,Aug-23
MRPL-1578,06-08-2024,06-09-2024,Non-Ferrous,Sterlite,Chennai,Sunita Rao,Gunning Mix,Unshaped,165,2600,1500,429000,247500,181500,42.31,19,31,12,No,Q3,Aug-24
MRPL-1579,14-04-2024,03-06-2024,Glass,Piramal Glass,Delhi,Amit Sharma,Refractory Coating,Unshaped,184,2100,1200,386400,220800,165600,42.86,27,50,23,No,Q2,Apr-24
MRPL-1580,11-06-2023,02-08-2023,Iron & Steel,RINL,Hyderabad,Amit Sharma,Chrome Magnesia Brick,Shaped,141,6200,4100,874200,578100,296100,33.87,28,52,24,No,Q2,Jun-23
MRPL-1581,10-10-2024,17-11-2024,Cement,Ambuja Cement,Ahmedabad,Priya Singh,Plastic Refractory,Unshaped,158,2900,1750,458200,276500,181700,39.66,24,38,14,No,Q4,Oct-24
MRPL-1582,18-09-2023,25-10-2023,Iron & Steel,RINL,Vizag,Sanjay Tiwari,Magnesia Brick,Shaped,97,5500,3600,533500,349200,184300,34.55,28,37,9,No,Q3,Sep-23
MRPL-1583,14-06-2024,07-07-2024,Fertilizer,Chambal Fertilizers,Mumbai,Vikram Patel,Insulation Brick,Shaped,39,1900,1200,74100,46800,27300,36.84,23,23,0,Yes,Q2,Jun-24
MRPL-1584,07-12-2024,20-01-2025,Iron & Steel,SAIL,Ranchi,Rajesh Kumar,Fireclay Brick,Shaped,103,2800,1800,288400,185400,103000,35.71,30,44,14,No,Q4,Dec-24
MRPL-1585,22-05-2023,09-07-2023,Power,Tata Power,Mumbai,Amit Sharma,High Alumina Brick,Shaped,72,4200,2800,302400,201600,100800,33.33,25,48,23,No,Q2,May-23
MRPL-1586,14-02-2024,23-03-2024,Power,Adani Power,Vizag,Rajesh Kumar,Silica Brick,Shaped,150,3100,2000,465000,300000,165000,35.48,20,38,18,No,Q1,Feb-24
MRPL-1587,07-12-2024,07-01-2025,Iron & Steel,Jindal Steel,Kolkata,Neha Gupta,Mortar,Unshaped,253,1600,950,404800,240350,164450,40.62,17,31,14,No,Q4,Dec-24
MRPL-1588,27-02-2023,16-04-2023,Non-Ferrous,Sterlite,Vizag,Priya Singh,Insulation Brick,Shaped,90,1900,1200,171000,108000,63000,36.84,25,48,23,No,Q1,Feb-23
MRPL-1589,08-09-2024,04-10-2024,Petrochemical,BPCL,Ranchi,Deepak Joshi,Low Cement Castable,Unshaped,7,3800,2300,26600,16100,10500,39.47,26,26,0,Yes,Q3,Sep-24
MRPL-1590,29-05-2024,20-06-2024,Iron & Steel,RINL,Raipur,Rajesh Kumar,Silica Brick,Shaped,183,3100,2000,567300,366000,201300,35.48,21,22,1,No,Q2,May-24
MRPL-1591,03-04-2023,04-05-2023,Iron & Steel,RINL,Vizag,Vikram Patel,Mortar,Unshaped,61,1600,950,97600,57950,39650,40.62,27,31,4,No,Q2,Apr-23
MRPL-1592,20-02-2023,21-03-2023,Glass,HNG Glass,Ahmedabad,Priya Singh,Fireclay Brick,Shaped,145,2800,1800,406000,261000,145000,35.71,26,29,3,No,Q1,Feb-23
MRPL-1593,22-07-2023,01-09-2023,Iron & Steel,Tata Steel,Kolkata,Priya Singh,Refractory Coating,Unshaped,129,2100,1200,270900,154800,116100,42.86,26,41,15,No,Q3,Jul-23
MRPL-1594,28-11-2023,14-12-2023,Power,Adani Power,Delhi,Deepak Joshi,Fireclay Brick,Shaped,248,2800,1800,694400,446400,248000,35.71,16,16,0,Yes,Q4,Nov-23
MRPL-1595,31-08-2024,03-10-2024,Non-Ferrous,Hindalco,Ahmedabad,Amit Sharma,Ramming Mass,Unshaped,172,2200,1300,378400,223600,154800,40.91,14,33,19,No,Q3,Aug-24
MRPL-1596,27-03-2024,20-04-2024,Iron & Steel,Jindal Steel,Ranchi,Sunita Rao,Plastic Refractory,Unshaped,16,2900,1750,46400,28000,18400,39.66,21,24,3,No,Q1,Mar-24
MRPL-1597,25-02-2023,21-03-2023,Non-Ferrous,BALCO,Ranchi,Rajesh Kumar,Insulation Brick,Shaped,67,1900,1200,127300,80400,46900,36.84,18,24,6,No,Q1,Feb-23
MRPL-1598,03-08-2023,24-08-2023,Iron & Steel,Jindal Steel,Bhopal,Rajesh Kumar,Silica Brick,Shaped,194,3100,2000,601400,388000,213400,35.48,20,21,1,No,Q3,Aug-23
MRPL-1599,25-05-2023,15-06-2023,Power,CESC,Bhopal,Deepak Joshi,Plastic Refractory,Unshaped,182,2900,1750,527800,318500,209300,39.66,14,21,7,No,Q2,May-23
